,userid,bookid,rating
1501,62,22844,7
1502,82,3238,2
1503,170,32321,8
1504,128,19343,5
1505,17,10600,3
1506,118,6753,8
1507,34,5041,8
1508,28,5753,9
1509,2,24775,1
1510,126,32576,10
1511,28,2050,4
1512,102,13978,6
1513,158,27505,9
1514,41,22674,6
1515,245,14553,9
1516,120,13530,6
1517,245,19292,5
1518,188,22370,2
1519,116,18662,10
1520,124,12268,1
1521,143,31067,5
1522,45,2578,5
1523,212,6877,10
1524,88,27977,1
1525,36,5408,3
1526,12,24803,1
1527,30,15201,3
1528,57,20971,7
1529,123,5642,3
1530,11,2855,8
1531,164,28736,6
1532,113,17099,8
1533,167,18512,2
1534,185,22514,4
1535,144,3166,7
1536,116,23246,3
1537,53,25219,4
1538,155,5726,1
1539,39,22784,8
1540,60,2484,7
1541,194,17652,10
1542,162,27039,3
1543,33,18675,6
1544,18,29121,9
1545,99,30637,3
1546,234,12038,3
1547,227,13039,5
1548,201,19032,6
1549,22,22784,9
1550,232,6171,1
1551,174,4724,5
1552,107,3314,1
1553,216,21196,9
1554,9,24345,9
1555,37,28736,1
1556,41,22837,1
1557,222,9404,2
1558,175,20557,1
1559,109,26996,10
1560,236,16996,4
1561,79,17387,7
1562,50,16237,6
1563,97,16182,9
1564,69,2753,5
1565,104,27039,7
1566,183,4505,4
1567,122,31985,1
1568,18,32436,5
1569,158,2156,5
1570,76,3059,9
1571,244,18971,4
1572,91,1121,10
1573,53,2076,6
1574,59,22876,8
1575,170,523,2
1576,208,11000,6
1577,122,25723,6
1578,246,23236,4
1579,197,19846,8
1580,227,30228,7
1581,160,26392,10
1582,221,11190,8
1583,50,5589,2
1584,189,22379,8
1585,203,32041,6
1586,30,350,7
1587,205,22427,9
1588,236,20312,6
1589,38,18718,1
1590,149,26197,8
1591,180,2887,10
1592,142,19555,8
1593,133,11461,3
1594,148,2504,9
1595,100,11308,1
1596,202,13245,9
1597,12,14951,10
1598,100,29014,3
1599,226,14905,7
1600,82,17420,2
1601,43,13491,1
1602,155,25497,5
1603,47,11160,6
1604,11,10322,3
1605,120,30513,5
1606,154,20492,4
1607,23,22621,6
1608,183,7382,4
1609,90,30925,2
1610,141,15605,1
1611,189,26110,9
1612,194,15832,2
1613,196,19019,6
1614,76,12137,4
1615,72,3166,2
1616,93,1130,8
1617,12,15231,9
1618,45,24652,8
1619,53,28043,3
1620,109,17604,3
1621,15,4457,10
1622,80,15831,4
1623,53,17128,4
1624,215,24312,10
1625,205,27523,10
1626,131,12108,2
1627,128,25026,8
1628,62,25022,2
1629,84,31215,4
1630,94,18828,4
1631,96,350,10
1632,113,24026,1
1633,153,5113,9
1634,16,7715,2
1635,25,9132,5
1636,105,15480,2
1637,222,6223,3
1638,129,176,3
1639,139,23453,9
1640,53,5520,9
1641,1,8879,2
1642,20,30185,9
1643,225,23485,6
1644,237,18613,1
1645,29,30943,6
1646,232,3067,4
1647,123,9355,4
1648,225,24841,6
1649,208,32443,7
1650,193,18939,4
1651,86,17387,10
1652,142,3974,8
1653,38,6349,7
1654,220,25126,9
1655,167,28428,4
1656,44,29509,2
1657,46,18245,2
1658,92,25126,10
1659,20,3834,8
1660,228,27413,10
1661,18,24202,6
1662,240,2967,8
1663,237,15736,8
1664,208,27748,9
1665,100,27814,1
1666,160,5975,2
1667,99,21598,10
1668,57,25119,5
1669,77,4932,1
1670,198,10153,9
1671,183,16499,1
1672,50,28480,1
1673,223,8891,3
1674,160,1513,9
1675,22,9398,6
1676,223,3205,9
1677,14,8966,2
1678,45,29916,4
1679,187,17534,1
1680,202,27737,8
1681,182,5460,2
1682,217,24312,10
1683,154,26025,7
1684,30,8804,1
1685,176,14675,9
1686,157,22809,5
1687,201,28924,3
1688,111,31335,2
1689,12,10969,4
1690,179,18618,6
1691,26,5248,7
1692,241,20167,2
1693,8,4539,1
1694,113,31258,8
1695,230,19292,9
1696,94,22935,2
1697,153,5362,3
1698,148,17431,8
1699,144,19139,8
1700,93,29936,8
1701,128,17509,10
1702,51,22323,3
1703,202,3035,4
1704,232,19848,7
1705,142,18123,6
1706,218,4243,10
1707,85,29533,10
1708,68,747,10
1709,51,13404,5
1710,14,17676,7
1711,20,20803,7
1712,153,23606,10
1713,161,17776,3
1714,109,20248,5
1715,51,30803,4
1716,110,1368,7
1717,32,6096,5
1718,244,2017,7
1719,62,9577,5
1720,130,14709,5
1721,140,1693,3
1722,63,16588,5
1723,53,12432,1
1724,199,15824,3
1725,80,32511,2
1726,6,15275,10
1727,224,11857,4
1728,44,20670,8
1729,82,26418,8
1730,130,25566,7
1731,118,29812,2
1732,69,18690,3
1733,121,11998,6
1734,173,15145,8
1735,104,9018,5
1736,76,15226,2
1737,159,12222,2
1738,15,2379,9
1739,177,4626,2
1740,153,6618,2
1741,183,21194,6
1742,170,28462,8
1743,33,15201,6
1744,89,13551,7
1745,106,5756,4
1746,128,8601,8
1747,157,1108,3
1748,87,2753,4
1749,2,12534,10
1750,181,28496,8
1751,214,19292,4
1752,55,7888,10
1753,209,5979,1
1754,204,28788,7
1755,44,28291,3
1756,93,13365,6
1757,222,11976,8
1758,203,26930,6
1759,187,5411,2
1760,200,32470,3
1761,146,29936,5
1762,54,6214,10
1763,168,27131,10
1764,117,11126,6
1765,41,12519,7
1766,249,29509,1
1767,223,7554,5
1768,208,19547,7
1769,196,221,6
1770,199,30966,5
1771,57,26436,6
1772,216,20034,9
1773,69,32132,4
1774,147,29594,10
1775,125,20770,1
1776,74,28838,10
1777,39,32388,5
1778,45,1513,7
1779,218,27012,2
1780,54,21080,6
1781,66,1901,5
1782,119,24621,3
1783,116,350,5
1784,237,26454,1
1785,76,26012,4
1786,9,24683,5
1787,138,17633,3
1788,68,854,1
1789,206,2288,9
1790,228,31563,8
1791,192,10218,10
1792,246,15564,4
1793,182,1121,10
1794,241,11525,4
1795,84,5975,4
1796,111,28838,4
1797,118,24957,4
1798,174,5119,9
1799,191,8718,4
1800,216,27226,8
1801,189,25092,8
1802,177,5510,8
1803,94,8811,7
1804,202,8757,1
1805,14,6657,3
1806,195,30924,7
1807,211,24080,6
1808,80,23246,10
1809,226,19015,3
1810,154,23617,8
1811,30,6618,1
1812,96,16663,3
1813,218,1054,6
1814,59,27022,2
1815,224,22673,7
1816,75,20392,6
1817,48,25064,8
1818,67,26692,3
1819,121,1849,5
1820,10,12110,6
1821,24,25566,6
1822,58,14301,4
1823,234,8984,7
1824,181,16181,2
1825,87,18139,10
1826,29,3895,9
1827,238,30703,1
1828,85,14257,1
1829,162,8814,3
1830,66,1215,10
1831,179,15722,3
1832,94,22248,6
1833,205,25022,4
1834,183,14544,5
1835,125,17387,1
1836,156,9525,1
1837,18,18983,9
1838,188,19751,5
1839,41,15285,6
1840,77,7566,3
1841,231,27730,2
1842,147,7101,10
1843,176,16029,6
1844,153,3173,4
1845,73,16855,9
1846,225,23525,8
1847,145,15872,10
1848,178,13162,8
1849,52,23617,3
1850,105,8410,10
1851,230,26015,6
1852,3,19242,2
1853,29,20225,4
1854,66,12386,1
1855,221,15162,1
1856,53,6214,2
1857,213,29906,6
1858,153,21106,10
1859,74,29420,7
1860,58,23593,9
1861,152,350,7
1862,60,31945,10
1863,34,26638,6
1864,177,14076,9
1865,223,11860,10
1866,211,27531,6
1867,22,20363,6
1868,88,24610,7
1869,68,16855,1
1870,236,28058,4
1871,236,2503,5
1872,77,22793,2
1873,243,26221,10
1874,123,523,5
1875,25,19530,3
1876,161,5028,10
1877,175,17420,5
1878,186,21028,7
1879,42,3770,6
1880,81,6642,6
1881,228,1697,8
1882,46,6355,5
1883,84,18667,3
1884,31,13881,7
1885,239,4257,3
1886,52,23376,4
1887,228,19292,2
1888,80,2911,3
1889,196,31258,3
1890,240,15564,6
1891,28,30894,6
1892,15,3040,4
1893,23,29509,1
1894,24,30703,10
1895,214,3694,5
1896,157,4738,8
1897,172,28291,9
1898,173,10004,3
1899,53,1326,2
1900,154,18667,3
1901,36,1070,3
1902,162,2928,3
1903,227,24638,5
1904,27,8718,4
1905,16,15976,10
1906,155,18349,3
1907,216,19643,2
1908,56,9132,10
1909,123,13523,7
1910,116,5119,3
1911,60,4316,4
1912,27,9284,10
1913,100,9284,4
1914,77,3845,2
1915,50,3524,1
1916,155,11761,1
1917,140,4098,4
1918,175,17404,9
1919,230,14477,2
1920,236,24655,10
1921,244,31645,4
1922,194,25584,1
1923,161,17792,8
1924,199,25566,9
1925,194,13473,8
1926,186,12224,3
1927,153,6657,2
1928,86,30793,1
1929,24,5799,9
1930,45,20034,9
1931,96,11761,7
1932,24,24803,8
1933,134,19387,4
1934,165,24075,10
1935,119,4084,8
1936,163,31996,8
1937,171,27737,4
1938,223,8410,5
1939,52,9828,3
1940,114,9313,7
1941,106,8242,8
1942,110,31809,2
1943,217,22260,3
1944,217,16588,10
1945,186,3327,2
1946,34,30583,1
1947,205,13103,6
1948,181,2504,3
1949,171,8242,6
1950,219,15414,3
1951,24,20245,1
1952,216,14257,3
1953,92,6615,2
1954,93,14742,7
1955,55,6355,7
1956,234,27161,10
1957,54,23687,10
1958,208,24116,6
1959,145,12190,1
1960,94,28168,10
1961,107,10836,8
1962,86,12876,6
1963,86,11124,3
1964,174,21350,5
1965,49,24600,1
1966,160,16672,10
1967,222,1215,6
1968,139,6867,9
1969,80,3684,2
1970,68,28961,4
1971,130,6484,8
1972,70,16021,10
1973,149,2476,1
1974,174,28691,6
1975,1,4506,10
1976,23,28838,3
1977,236,278,3
1978,106,27446,7
1979,33,7800,2
1980,116,26775,8
1981,18,7413,2
1982,195,9952,6
1983,59,9346,2
1984,14,19711,7
1985,194,18939,7
1986,74,1166,2
1987,164,12155,1
1988,57,19301,10
1989,43,25446,7
1990,218,7035,5
1991,188,14838,10
1992,206,30517,5
1993,91,26072,4
1994,42,18845,10
1995,101,27895,7
1996,200,17087,6
1997,184,21740,8
1998,229,21496,3
1999,67,8128,7
2000,209,21123,2
2001,236,4573,1
2002,27,25035,4
2003,51,9836,6
2004,166,23507,1
2005,34,25937,10
2006,227,11308,8
2007,204,8586,5
2008,64,12222,5
2009,93,7963,9
2010,138,7462,5
2011,72,26960,2
2012,71,32536,1
2013,215,27226,6
2014,134,12224,2
2015,235,11220,9
2016,195,32536,6
2017,219,4316,5
2018,211,18222,4
2019,165,18939,7
2020,71,30170,1
2021,201,18452,7
2022,128,13551,2
2023,223,10830,7
2024,35,3275,3
2025,51,13972,5
2026,71,9673,2
2027,139,22667,2
2028,204,29793,2
2029,32,15824,3
2030,44,10468,9
2031,126,28656,5
2032,222,31779,4
2033,130,22528,6
2034,129,5363,2
2035,90,22683,4
2036,55,2928,4
2037,196,23406,3
2038,76,17311,1
2039,155,1413,8
2040,164,29124,1
2041,30,32007,2
2042,33,23236,10
2043,171,7963,5
2044,143,3479,5
2045,222,12523,8
2046,68,6719,4
2047,127,18429,5
2048,226,18222,6
2049,247,18983,10
2050,132,20392,5
2051,139,15609,10
2052,24,26960,9
2053,38,24097,10
2054,181,9398,7
2055,119,245,9
2056,61,12163,7
2057,159,351,8
2058,72,1215,8
2059,57,15595,3
2060,106,2040,1
2061,196,30924,6
2062,8,7967,4
2063,21,22546,6
2064,207,6784,5
2065,134,5662,3
2066,231,30133,6
2067,176,16633,9
2068,49,17914,7
2069,207,23596,5
2070,194,28819,4
2071,12,18658,9
2072,39,20306,8
2073,234,9105,10
2074,4,13423,7
2075,95,16444,10
2076,65,5460,8
2077,244,414,10
2078,144,10454,9
2079,14,11600,10
2080,11,3975,7
2081,225,1413,3
2082,126,32247,9
2083,103,28871,8
2084,127,25920,5
2085,79,6214,1
2086,118,17112,4
2087,132,777,7
2088,127,25504,1
2089,36,22389,9
2090,103,1132,7
2091,193,29014,1
2092,158,3281,4
2093,172,23381,1
2094,191,4113,8
2095,142,9030,8
2096,18,7035,7
2097,91,7187,10
2098,158,21504,3
2099,116,16839,1
2100,116,24501,6
2101,139,7239,8
2102,157,10050,1
2103,161,24267,7
2104,17,17246,9
2105,167,10697,5
2106,216,28327,2
2107,141,18828,3
2108,112,13840,10
2109,172,15605,5
2110,223,25126,4
2111,79,28065,1
2112,129,27748,5
2113,157,28462,3
2114,111,15097,5
2115,74,16259,7
2116,177,24581,8
2117,43,3067,3
2118,123,2246,1
2119,52,15000,9
2120,236,27683,1
2121,194,23350,6
2122,67,31571,2
2123,20,4573,8
2124,159,31324,1
2125,154,9313,2
2126,19,9284,1
2127,79,1368,10
2128,234,13354,10
2129,224,24501,7
2130,92,26431,8
2131,98,22790,2
2132,241,18429,7
2133,178,31443,8
2134,11,3770,8
2135,76,6114,8
2136,89,23678,4
2137,188,27049,4
2138,222,26996,2
2139,216,817,7
2140,112,26473,5
2141,161,827,6
2142,95,3151,3
2143,95,910,2
2144,101,17598,10
2145,204,26436,7
2146,72,7919,2
2147,111,6349,6
2148,47,29795,9
2149,43,14200,1
2150,60,3187,4
2151,243,9837,8
2152,187,20204,1
2153,65,22026,10
2154,87,3694,4
2155,98,17776,7
2156,184,29121,8
2157,193,1513,6
2158,123,29148,2
2159,72,19922,5
2160,93,24971,9
2161,122,3895,3
2162,127,26703,7
2163,150,31299,7
2164,114,22084,9
2165,170,16215,9
2166,4,3312,10
2167,244,7648,1
2168,59,29910,2
2169,179,9637,2
2170,2,27807,9
2171,186,3834,4
2172,165,3213,2
2173,104,10249,8
2174,176,30129,6
2175,116,23085,2
2176,17,2314,8
2177,105,26176,5
2178,150,24652,10
2179,192,5257,4
2180,179,9048,5
2181,212,8720,5
2182,1,3834,5
2183,63,11366,4
2184,100,20358,1
2185,19,1132,2
2186,82,6322,9
2187,199,13026,1
2188,123,26025,5
2189,55,14374,7
2190,2,20230,3
2191,133,18301,7
2192,8,15231,8
2193,163,1863,5
2194,223,12237,7
2195,221,18022,1
2196,84,32147,1
2197,96,28496,9
2198,146,30677,3
2199,84,30943,5
2200,205,62,4
2201,68,6364,5
2202,192,8850,6
2203,80,26923,6
2204,4,22599,2
2205,220,5780,9
2206,155,17087,2
2207,233,7315,8
2208,241,10033,3
2209,9,4075,4
2210,171,10547,1
2211,140,23564,7
2212,227,30837,5
2213,214,20002,8
2214,82,9386,6
2215,120,21357,5
2216,244,4506,8
2217,107,18845,8
2218,236,5248,4
2219,74,29801,8
2220,75,25920,10
2221,23,18352,7
2222,30,14516,2
2223,163,21953,8
2224,82,16259,2
2225,115,24027,1
2226,189,21668,1
2227,9,20447,1
2228,240,13969,10
2229,22,28387,6
2230,157,27286,8
2231,239,6163,5
2232,23,14374,9
2233,108,30517,10
2234,125,17087,2
2235,226,2451,3
2236,43,25937,7
2237,92,9237,3
2238,198,1790,5
2239,149,26840,2
2240,156,673,8
2241,78,9637,8
2242,157,22026,3
2243,157,7010,2
2244,233,23406,8
2245,4,29644,6
2246,37,30516,2
2247,73,28087,7
2248,238,30127,10
2249,158,32001,6
2250,33,16306,8
2251,27,13607,3
2252,160,8804,10
2253,92,17440,8
2254,36,21028,2
2255,202,22347,7
2256,98,3551,10
2257,189,3694,2
2258,8,16813,8
2259,221,2438,9
2260,35,28043,2
2261,85,24075,7
2262,102,16306,10
2263,58,15093,1
2264,227,5510,8
2265,150,3479,8
2266,110,11308,8
2267,23,28004,7
2268,49,12343,7
2269,237,19411,9
2270,49,1447,6
2271,56,27415,10
2272,59,176,7
2273,18,14859,4
2274,122,25071,8
2275,33,30129,5
2276,44,5855,10
2277,125,21896,3
2278,31,32474,9
2279,48,16663,5
2280,184,6841,10
2281,145,15371,4
2282,5,24267,10
2283,99,19623,4
2284,212,27022,1
2285,200,27131,8
2286,145,3866,10
2287,207,10661,5
2288,197,25937,10
2289,56,6092,4
2290,136,28736,10
2291,125,4621,5
2292,111,9336,10
2293,183,17246,4
2294,77,1622,8
2295,111,29936,10
2296,24,23346,9
2297,99,29395,8
2298,27,6179,8
2299,194,7101,10
2300,169,3801,4
2301,162,20541,5
2302,234,21106,8
2303,181,4292,2
2304,224,14221,3
2305,84,7315,9
2306,41,13996,2
2307,172,3654,8
2308,74,6063,10
2309,131,24312,6
2310,5,5388,4
2311,161,23912,1
2312,163,1758,3
2313,195,5513,1
2314,58,10466,1
2315,248,8812,8
2316,249,22538,2
2317,31,21598,9
2318,99,30924,1
2319,145,6063,6
2320,204,27049,9
2321,173,9637,8
2322,158,25888,3
2323,150,20248,6
2324,242,24014,6
2325,187,32573,5
2326,76,854,8
2327,25,16054,1
2328,109,26309,3
2329,231,9525,7
2330,169,6092,5
2331,100,3088,1
2332,233,19810,8
2333,40,17724,9
2334,143,28763,3
2335,19,11461,8
2336,145,1863,1
2337,116,7808,5
2338,245,29309,6
2339,222,28704,6
2340,195,3263,5
2341,89,19413,6
2342,236,24725,1
2343,103,22086,7
2344,94,23083,2
2345,188,12255,5
2346,93,11220,3
2347,174,10249,3
2348,169,4222,5
2349,29,15076,9
2350,126,11056,2
2351,120,19236,9
2352,70,22086,10
2353,140,6286,7
2354,103,4506,7
2355,52,31592,9
2356,207,26863,2
2357,19,8984,5
2358,178,9529,4
2359,97,29237,2
2360,234,13415,8
2361,19,26436,5
2362,4,15076,3
2363,198,18021,4
2364,166,9805,10
2365,136,7899,3
2366,27,13607,8
2367,94,6615,5
2368,35,13701,2
2369,116,6857,8
2370,247,16633,7
2371,249,689,8
2372,140,17827,2
2373,159,22084,3
2374,6,27339,2
2375,206,27161,8
2376,155,12278,1
2377,228,28877,5
2378,176,3312,7
2379,224,2723,10
2380,1,6867,4
2381,93,26739,7
2382,90,8542,4
2383,243,19729,9
2384,234,8743,8
2385,165,7873,9
2386,218,21897,7
2387,153,13702,6
2388,7,13146,9
2389,27,7445,3
2390,150,24492,10
2391,2,465,4
2392,158,9132,1
2393,249,27982,2
2394,63,3649,10
2395,29,26347,9
2396,207,9038,7
2397,216,19057,7
2398,103,19711,7
2399,238,22546,10
2400,160,23564,10
2401,196,2800,1
2402,47,463,2
2403,226,18349,6
2404,87,26863,6
2405,1,28496,7
2406,240,19403,2
2407,17,32281,4
2408,106,10,4
2409,142,16573,8
2410,235,2501,4
2411,243,12386,10
2412,70,10986,4
2413,197,1391,4
2414,13,29144,2
2415,175,20924,8
2416,67,21823,1
2417,173,21649,7
2418,184,10575,1
2419,249,12278,8
2420,149,30013,7
2421,52,4724,4
2422,97,32073,3
2423,169,28097,5
2424,67,7873,5
2425,18,2967,7
2426,118,22986,10
2427,156,4540,10
2428,124,12563,10
2429,40,19147,3
2430,130,25064,3
2431,170,24027,8
2432,198,12237,6
2433,84,5759,1
2434,106,8102,7
2435,104,30266,8
2436,240,18828,8
2437,123,28831,9
2438,11,19075,8
2439,23,3107,2
2440,63,25870,10
2441,244,481,7
2442,197,15913,1
2443,236,1305,6
2444,92,10444,1
2445,21,19603,4
2446,60,11220,9
2447,156,28018,10
2448,154,22844,8
2449,116,29395,9
2450,153,19443,5
2451,137,5780,1
2452,126,7891,9
2453,136,31592,4
2454,233,30513,3
2455,216,12039,2
2456,80,9038,6
2457,168,1928,5
2458,22,26471,1
2459,26,21355,3
2460,59,21200,6
2461,62,1693,6
2462,54,10280,2
2463,168,22930,5
2464,129,22783,3
2465,205,19047,3
2466,151,62,7
2467,101,16354,6
2468,74,5129,5
2469,89,27446,6
2470,67,15652,9
2471,206,14101,8
2472,234,7888,5
2473,187,1132,8
2474,180,9237,3
2475,209,31809,10
2476,219,25694,7
2477,185,8718,3
2478,114,961,9
2479,46,21028,4
2480,246,5469,7
2481,238,3471,1
2482,201,14675,6
2483,123,1231,8
2484,202,23678,9
2485,39,13739,5
2486,129,25757,9
2487,203,8718,5
2488,231,6092,6
2489,231,6753,4
2490,62,26882,6
2491,161,29395,8
2492,114,29916,10
2493,220,15851,10
2494,205,24841,3
2495,150,8913,9
2496,84,30185,10
2497,225,2618,9
2498,233,8048,9
2499,174,12414,2
2500,73,5753,10
2501,79,30124,4
2502,232,26190,6
2503,77,20541,5
2504,206,26211,9
2505,180,1784,6
2506,220,31039,7
2507,166,3218,6
2508,29,21689,7
2509,222,4487,2
2510,92,12255,3
2511,172,4738,8
2512,130,3463,4
2513,98,26955,4
2514,9,13404,7
2515,55,25126,5
2516,249,18121,10
2517,24,4387,5
2518,209,30170,6
2519,151,8743,10
2520,250,27022,8
2521,243,15935,2
2522,208,20095,4
2523,147,10911,1
2524,88,1247,2
2525,158,3556,4
2526,143,19264,2
2527,194,5212,8
2528,232,10535,4
2529,206,15851,4
2530,13,12108,1
2531,63,21574,6
2532,48,28944,5
2533,125,2666,2
2534,214,25937,1
2535,101,8586,2
2536,189,16619,2
2537,200,836,10
2538,190,19778,2
2539,190,3654,3
2540,88,19771,8
2541,117,29722,7
2542,38,7735,2
2543,72,27531,7
2544,166,29888,8
2545,49,18429,6
2546,215,30966,2
2547,39,23617,4
2548,105,13473,7
2549,87,25811,1
2550,11,17735,2
2551,68,1790,9
2552,206,26996,2
2553,40,31570,5
2554,144,17509,5
2555,156,1790,2
2556,212,23678,3
2557,49,28043,10
2558,88,28335,9
2559,210,5306,6
2560,79,29644,4
2561,196,2441,4
2562,116,13165,3
2563,133,22735,4
2564,209,4241,3
2565,13,28680,5
2566,80,3350,7
2567,41,1603,10
2568,183,22696,4
2569,55,22538,6
2570,6,17534,6
2571,242,5712,2
2572,198,26100,1
2573,136,12637,9
2574,147,5076,2
2575,161,24841,5
2576,164,3218,3
2577,228,11000,2
2578,223,17630,4
2579,228,18245,1
2580,98,5216,9
2581,92,796,10
2582,155,15530,2
2583,200,22420,7
2584,141,21598,6
2585,155,17465,1
2586,151,5148,3
2587,175,2441,8
2588,58,26339,8
2589,228,13473,5
2590,44,23832,2
2591,224,31563,7
2592,198,28462,9
2593,187,22648,7
2594,167,30185,10
2595,163,327,4
2596,175,21832,7
2597,232,5165,7
2598,102,10280,2
2599,25,27812,9
2600,220,6877,2
2601,209,27413,8
2602,22,4122,3
2603,239,19443,9
2604,159,14675,2
2605,76,29121,3
2606,81,2441,1
2607,4,32247,2
2608,77,16847,10
2609,192,17724,10
2610,115,26703,8
2611,24,10600,6
2612,131,19032,10
2613,199,15765,3
2614,170,3752,9
2615,3,25371,2
2616,192,13620,5
2617,93,19352,2
2618,167,11583,6
2619,121,366,5
2620,35,5024,4
2621,169,31687,8
2622,181,24655,7
2623,64,5049,7
2624,184,16640,5
2625,172,7735,7
2626,194,25026,10
2627,28,21690,4
2628,202,22361,8
2629,94,23596,6
2630,203,21902,8
2631,155,30878,5
2632,226,24902,2
2633,81,23870,2
2634,170,17608,2
2635,178,4932,1
2636,174,21872,10
2637,243,6179,3
2638,210,11895,4
2639,161,25712,8
2640,40,8410,10
2641,165,15609,9
2642,102,13250,9
2643,84,18406,6
2644,169,16847,4
2645,153,3088,10
2646,154,15550,10
2647,186,12543,4
2648,106,14838,9
2649,63,569,7
2650,75,18954,2
2651,35,12922,3
2652,73,11124,5
2653,196,12563,8
2654,122,17633,7
2655,62,16279,4
2656,76,373,2
2657,164,9132,9
2658,172,2824,10
2659,166,6788,9
2660,89,5789,6
2661,235,25270,4
2662,160,10836,8
2663,93,24345,8
2664,174,26999,2
2665,70,12038,1
2666,20,26840,5
2667,132,28148,1
2668,199,373,8
2669,74,21689,4
2670,5,2379,1
2671,210,22683,2
2672,28,3974,7
2673,127,4441,10
2674,218,11056,5
2675,171,2887,1
2676,153,2050,2
2677,54,32576,3
2678,54,31776,4
2679,12,14005,6
2680,213,21028,1
2681,103,6857,10
2682,156,31916,10
2683,250,6650,3
2684,35,27161,7
2685,218,11965,9
2686,226,6104,3
2687,72,26837,6
2688,230,5726,8
2689,129,31090,2
2690,237,22509,3
2691,54,15866,10
2692,250,32436,9
2693,64,32147,9
2694,1,13260,9
2695,18,5148,4
2696,223,6688,3
2697,232,3336,7
2698,70,10911,1
2699,59,26259,8
2700,125,3694,4
2701,36,9174,9
2702,91,23617,1
2703,59,1983,3
2704,122,3213,3
2705,2,1901,7
2706,208,24514,4
2707,44,20523,9
2708,165,17087,9
2709,145,2618,2
2710,19,15231,2
2711,5,29533,7
2712,243,5712,10
2713,169,777,7
2714,54,26837,5
2715,96,21896,6
2716,137,796,8
2717,46,24652,5
2718,13,18529,7
2719,217,27063,1
2720,157,10697,3
2721,94,12477,2
2722,74,24773,4
2723,33,2466,6
2724,45,15913,3
2725,22,12572,8
2726,65,9952,4
2727,128,28149,7
2728,31,1985,2
2729,205,21338,7
2730,249,24027,7
2731,86,16354,1
2732,182,3337,6
2733,229,15979,3
2734,93,28961,7
2735,54,8966,1
2736,94,4506,2
2737,138,32146,1
2738,45,2246,3
2739,74,24416,1
2740,3,5726,2
2741,58,5306,9
2742,220,2732,6
2743,88,25504,8
2744,239,14754,3
2745,213,17633,2
2746,165,28864,5
2747,75,15370,9
2748,231,10826,9
2749,215,30817,2
2750,187,31039,6
2751,200,24231,8
2752,48,23870,5
2753,146,10782,5
2754,211,4118,7
2755,206,14274,6
2756,118,15109,3
2757,16,15491,3
2758,133,26015,8
2759,178,27068,9
2760,215,10502,4
2761,63,24178,10
2762,6,16181,5
2763,179,3654,10
2764,250,1513,1
2765,102,20358,10
2766,5,1383,1
2767,45,25093,7
2768,239,2575,4
2769,114,18820,4
2770,142,9070,4
2771,110,21025,4
2772,189,3474,4
2773,247,3988,4
2774,216,18845,5
2775,131,2314,6
2776,39,28574,10
2777,32,27748,10
2778,53,24518,9
2779,80,15162,6
2780,202,18971,10
2781,123,2044,10
2782,51,31341,1
2783,138,14358,8
2784,96,5603,4
2785,8,1018,6
2786,38,28877,9
2787,84,17676,6
2788,229,13157,5
2789,128,12386,6
2790,188,19810,8
2791,12,24178,7
2792,119,2040,6
2793,112,20527,5
2794,195,17778,1
2795,229,15652,7
2796,121,24345,2
2797,242,31443,6
2798,166,29040,1
2799,170,6506,4
2800,194,22427,8
2801,250,7901,1
2802,208,6349,9
2803,227,10782,6
2804,151,8591,9
2805,117,1040,6
2806,85,13087,10
2807,121,18646,8
2808,12,28102,9
2809,66,17239,10
2810,153,10302,4
2811,132,9529,4
2812,60,15851,8
2813,105,22292,6
2814,10,20596,1
2815,52,13490,2
2816,194,14544,3
2817,165,26347,6
2818,72,30322,1
2819,31,19057,8
2820,50,12512,8
2821,223,7715,9
2822,67,10466,10
2823,101,21239,7
2824,88,20871,9
2825,238,27022,10
2826,77,21898,9
2827,62,25851,1
2828,227,6753,8
2829,91,28806,7
2830,141,30133,5
2831,5,28462,4
2832,44,23724,6
2833,232,18529,1
2834,22,4621,5
2835,233,18031,2
2836,138,17797,10
2837,104,23528,5
2838,26,9828,8
2839,146,2501,4
2840,76,20245,5
2841,47,28004,3
2842,34,22005,6
2843,229,30999,4
2844,125,8557,8
2845,154,29148,8
2846,72,26079,9
2847,149,2887,2
2848,244,20839,1
2849,108,15310,1
2850,192,1447,5
2851,85,18750,6
2852,167,9336,5
2853,177,25319,9
2854,13,29644,2
2855,147,4056,5
2856,73,29124,3
2857,10,28755,5
2858,57,9386,6
2859,219,24092,10
2860,41,30294,5
2861,162,9673,6
2862,225,21106,7
2863,85,17420,3
2864,38,6657,1
2865,197,7634,6
2866,53,2381,9
2867,223,1095,3
2868,248,5759,2
2869,91,21227,9
2870,54,26819,1
2871,137,8814,10
2872,51,21350,3
2873,217,10004,10
2874,182,22387,1
2875,207,477,9
2876,76,28736,6
2877,167,7808,3
2878,117,14811,4
2879,21,3187,5
2880,135,2749,9
2881,128,19751,2
2882,81,28291,5
2883,195,1054,4
2884,74,2288,2
2885,243,18848,3
2886,141,10468,10
2887,205,21147,3
2888,30,18209,7
2889,162,7467,10
2890,3,24403,10
2891,115,15375,2
2892,15,20988,9
2893,220,84,7
2894,51,8601,5
2895,179,13835,5
2896,93,5872,3
2897,122,1152,2
2898,249,5342,8
2899,148,10280,5
2900,86,7824,4
2901,237,15370,10
2902,44,24971,10
