,book_id,book_isbn,name,image,category
472,26339,9780320000000.0,On the Court with... Stephen Curry,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3165/9780316509589.jpg,Sport
473,30124,9780340000000.0,How to Train Your Dragon: A Hero's Guide to Deadly Dragons,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340999134.jpg,Teen-Young-Adult
474,1001,9780390000000.0,Astrophysics for People in a Hurry,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3936/9780393609394.jpg,Science-Geography
475,7045,9781940000000.0,Vogue Knitting The Ultimate Knitting Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9420/9781942021698.jpg,Crafts-Hobbies
476,25988,9780420000000.0,Sports Injury Prevention and Rehabilitation,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4158/9780415815062.jpg,Sport
477,15643,9781860000000.0,Espalier,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8644/9781864471090.jpg,Home-Garden
478,7250,9780720000000.0,Jelly Roll Inspirations,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7153/9780715333112.jpg,Crafts-Hobbies
479,17633,9781400000000.0,Life Loves You Cards,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401948948.jpg,Mind-Body-Spirit
480,2075,9780750000000.0,Bossypants,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751547832.jpg,Art-Photography
481,1681,9781840000000.0,Wave,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8440/9781844089079.jpg,Science-Geography
482,1132,9781400000000.0,The Immortal Life of Henrietta Lacks,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400052189.jpg,Science-Geography
483,21318,9780800000000.0,"Elements of Journalism, the",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8041/9780804136785.jpg,Reference
484,26819,9780380000000.0,Satanic Rituals,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3800/9780380013920.jpg,Stationery
485,9651,9781860000000.0,Sing and Learn,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8558/9781855861060.jpg,Dictionaries-Languages
486,26938,9781630000000.0,Star Wars,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6334/9781633440210.jpg,Stationery
487,16847,9780010000000.0,The Monk Who Sold his Ferrari,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0078/9780007848423.jpg,Mind-Body-Spirit
488,32576,9780140000000.0,Consolations of the Forest,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141975481.jpg,Travel-Holiday-Guides
489,26181,9780960000000.0,Pilates' Return to Life Through Contrology,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9614/9780961493790.jpg,Sport
490,3797,9780010000000.0,Innocent,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0083/9780008341985.jpg,Biography
491,21986,9781850000000.0,Revive Your Heart,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8477/9781847741011.jpg,Religion
492,18820,9780140000000.0,Outliers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141043029.jpg,Personal-Development
493,1790,9780680000000.0,The Road to Reality,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6797/9780679776314.jpg,Science-Geography
494,24638,9780580000000.0,Archangel's Kiss,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5750/9780575095748.jpg,Science-Fiction-Fantasy-Horror
495,24014,9781470000000.0,The Books of Earthsea: The Complete Illustrated Edition,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4732/9781473223547.jpg,Science-Fiction-Fantasy-Horror
496,15564,9781620000000.0,Balancing in Heels,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6233/9781623366384.jpg,Home-Garden
497,30882,9781910000000.0,Junkers Ju52,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9065/9781906537463.jpg,Transport
498,6645,9781590000000.0,Scratch Coding Cards,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5932/9781593277741.jpg,Computing
499,6223,9781120000000.0,AWS Certified Solutions Architect Official Study Guide,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1191/9781119138556.jpg,Computing
500,25694,9780010000000.0,Bounce,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0073/9780007350544.jpg,Sport
501,30170,9780060000000.0,Little House on the Prairie,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0644/9780064400022.jpg,Teen-Young-Adult
502,22420,9781410000000.0,The Religions Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4093/9781409324911.jpg,Religion
503,31495,9781850000000.0,"How to Power Tune Jaguar XK 3.4, 3.8 and 4.2 Litre Engines",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8458/9781845849603.jpg,Transport
504,6129,9780960000000.0,Beginners Guide to Digital Painting in Photoshop Vol 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9551/9780955153075.jpg,Computing
505,4316,9780070000000.0,SPIN Selling,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0705/9780070511132.jpg,Business-Finance-Law
506,7901,9780140000000.0,1984,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141036144.jpg,Crime-Thriller
507,25654,9780060000000.0,A People's History of the United States,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062397348.jpg,Society-Social-Sciences
508,373,9781620000000.0,Baby-Led Weaning,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6151/9781615190218.jpg,Medical
509,23381,9781410000000.0,My Sweet Revenge,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405917759.jpg,Romance
510,16223,9780570000000.0,"1,411 QI Facts To Knock You Sideways",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571317776.jpg,Humour
511,30302,9780380000000.0,Thomas and Friends: My Red Railway Book Box (Thomas & Friends),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3758/9780375843228.jpg,Teen-Young-Adult
512,4573,9780380000000.0,Manufacturing Consent,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3757/9780375714498.jpg,Business-Finance-Law
513,23630,9780140000000.0,Mansfield Park,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1414/9780141439808.jpg,Romance
514,13012,9781610000000.0,Key Poses of Yoga: the Scientific Keys Vol 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6074/9781607432395.jpg,Health
515,1070,9781780000000.0,Alan Turing: The Enigma,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784700089.jpg,Science-Geography
516,21620,9781850000000.0,Qualitative Data Analysis,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8492/9781849203036.jpg,Reference
517,26522,9781570000000.0,The Ultimate Horse Behavior and Training Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5707/9781570763205.jpg,Sport
518,12833,9781850000000.0,The Happiness Trap,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,Health
519,24998,9781560000000.0,In An Unspoken Voice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5564/9781556439438.jpg,Society-Social-Sciences
520,5022,9780140000000.0,Looking for Alaska,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1424/9780142402511.jpg,Childrens-Books
521,12414,9780320000000.0,"Spice and Wolf, Vol. 8 (light novel)",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3162/9780316245463.jpg,Graphic-Novels-Anime-Manga
522,19292,9780060000000.0,The Success Principles,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062364289.jpg,Personal-Development
523,29533,9780540000000.0,Atelier Crenn: Metamorphosis of Taste,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5444/9780544444676.jpg,Technology-Engineering
524,10268,9780750000000.0,Hindsight,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753552155.jpg,Entertainment
525,22621,9781890000000.0,The Energy Of Prayer,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8883/9781888375558.jpg,Religion
526,480,9781250000000.0,Deep Nutrition,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2501/9781250113849.jpg,Medical
527,23617,9780100000000.0,Summer of Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099539148.jpg,Romance
528,2504,9780100000000.0,Revolution,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099594932.jpg,Art-Photography
529,32146,9781740000000.0,Places We Swim,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7411/9781741175660.jpg,Travel-Holiday-Guides
530,3337,9780980000000.0,Mein Kampf (Uncensored Edition),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9845/9780984536139.jpg,Biography
531,12190,9780320000000.0,"No Game No Life, Vol. 3 (light novel)",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316385190.jpg,Graphic-Novels-Anime-Manga
532,28149,9780810000000.0,Finnish Lessons 2.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8077/9780807755853.jpg,Teaching-Resources-Education
533,6197,9781510000000.0,The Hacker Playbook 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5122/9781512214567.jpg,Computing
534,15966,9780570000000.0,Ayoade on Ayoade,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571316533.jpg,Humour
535,14230,9781450000000.0,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447275268.jpg,History-Archaeology
536,12318,9781610000000.0,The Walking Dead Volume 17: Something to Fear,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6070/9781607066156.jpg,Graphic-Novels-Anime-Manga
537,1056,9780350000000.0,The Demon-Haunted World,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3454/9780345409461.jpg,Science-Geography
538,15231,9781620000000.0,The Exquisite Book of Paper Flowers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6176/9781617691003.jpg,Home-Garden
539,26256,9780200000000.0,"Oxford IB Diploma Programme: Sports, Exercise and Health Science Course Companion",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1991/9780199129690.jpg,Sport
540,8102,9780550000000.0,Worth Dying For,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553825497.jpg,Crime-Thriller
541,24097,9780240000000.0,The Silence of the Girls,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241338094.jpg,Science-Fiction-Fantasy-Horror
542,2076,9781110000000.0,Macbeth,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1076/9781107615496.jpg,Art-Photography
543,6753,9781120000000.0,Design for Hackers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1199/9781119998952.jpg,Computing
544,21832,9781590000000.0,Insight Yoga,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5903/9781590305980.jpg,Religion
545,3067,9781780000000.0,Tiny Beautiful Things,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7823/9781782390695.jpg,Biography
546,20511,9781530000000.0,White,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529012392.jpg,Poetry-Drama
547,2560,9780850000000.0,Piano for the Young Beginner:  Primer B (Bastien Piano Basics),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8497/9780849793189.jpg,Art-Photography
548,24773,9781410000000.0,The Salt Path,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405937184.jpg,Society-Social-Sciences
549,26804,9788860000000.0,Moleskine Large Music Notebook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8629/9788862933100.jpg,Stationery
550,1863,9780860000000.0,Inventing Ourselves,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8575/9780857523716.jpg,Science-Geography
551,7294,9781590000000.0,The Secret Teachings of Plants,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5914/9781591430353.jpg,Crafts-Hobbies
552,25072,9780240000000.0,Digital Minimalism,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241341131.jpg,Society-Social-Sciences
553,10565,9781620000000.0,Piano Adventures,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616776503.jpg,Entertainment
554,5662,9780010000000.0,Once Upon an Alphabet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007514274.jpg,Childrens-Books
555,11190,9781740000000.0,Vietnamese Street Food,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7427/9781742704890.jpg,Food-Drink
556,1364,9781450000000.0,A Universe from Nothing,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451624465.jpg,Science-Geography
557,20798,9781850000000.0,The Culture Code,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8479/9781847941275.jpg,Reference
558,25551,9781430000000.0,The Psychobiotic Revolution,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4262/9781426218460.jpg,Society-Social-Sciences
559,29087,9781590000000.0,Heaven and Earth,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5897/9781589794726.jpg,Technology-Engineering
560,31357,9781450000000.0,Alarmstart: The German Fighter Pilot's Experience in the Second World War,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4456/9781445671222.jpg,Transport
561,18875,9781250000000.0,Extreme Ownership,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2501/9781250183866.jpg,Personal-Development
562,7522,9780010000000.0,Taking Risks with Watercolour,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007133260.jpg,Crafts-Hobbies
563,5408,9781410000000.0,The Mortal Instruments 2: City of Ashes,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406307634.jpg,Childrens-Books
564,4738,9780140000000.0,Whoops!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141045719.jpg,Business-Finance-Law
565,1122,9780240000000.0,Collapse,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241958681.jpg,Science-Geography
566,10158,9780880000000.0,Lesson Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882847887.jpg,Entertainment
567,6214,9781120000000.0,Excel 2016 All-in-One For Dummies,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1190/9781119077152.jpg,Computing
568,24312,9780580000000.0,The Complete Chronicles Of Conan,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5750/9780575077669.jpg,Science-Fiction-Fantasy-Horror
569,11220,9781470000000.0,Tom Kerridge's Dopamine Diet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4729/9781472935410.jpg,Food-Drink
570,18750,9780010000000.0,"Wildlife of Kenya, Tanzania and Uganda",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007248193.jpg,Natural-History
571,27063,9781590000000.0,Cosmic Encounter,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5899/9781589944961.jpg,Stationery
572,32474,9781410000000.0,Horrible Histories Gruesome Guides: Dublin,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4071/9781407180564.jpg,Travel-Holiday-Guides
573,24803,9780330000000.0,The Psychopath Test,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330492270.jpg,Society-Social-Sciences
574,12607,9781420000000.0,"Yona of the Dawn, Vol. 1",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421587813.jpg,Graphic-Novels-Anime-Manga
575,22265,9781600000000.0,When God Writes your Love Story (Extended Edition),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6014/9781601421654.jpg,Religion
576,7445,9781470000000.0,Threads of Life,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473687912.jpg,Crafts-Hobbies
577,15595,9781580000000.0,Whole Beauty,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5796/9781579657727.jpg,Home-Garden
578,30013,9781410000000.0,The Mortal Instruments 6: City of Heavenly Fire,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406355819.jpg,Teen-Young-Adult
579,3327,9780350000000.0,Talking As Fast As I Can,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3490/9780349009711.jpg,Biography
580,10986,9780720000000.0,The Baby-Led Feeding Cookbook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7171/9780717172634.jpg,Food-Drink
581,16656,9780760000000.0,Game of Thrones: Longclaw Collectible Sword,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7624/9780762458219.jpg,Humour
582,30420,9781850000000.0,Beast Quest: Ferno the Fire Dragon,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846164835.jpg,Teen-Young-Adult
583,28755,9780310000000.0,Momofuku,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3074/9780307451958.jpg,Technology-Engineering
584,32536,9780150000000.0,The Old Ways,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1475/9780147509796.jpg,Travel-Holiday-Guides
585,12964,9781570000000.0,Helping Your Anxious Child,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572245754.jpg,Health
586,3649,9780140000000.0,First Light,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141042756.jpg,Biography
587,16152,9780140000000.0,The World According to Clarkson,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141017891.jpg,Humour
588,6867,9780320000000.0,NoSQL Distilled,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3218/9780321826626.jpg,Computing
589,1615,9780240000000.0,The Science of Spice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241302149.jpg,Science-Geography
590,4222,9780010000000.0,How Will You Measure Your Life?,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007449156.jpg,Business-Finance-Law
591,18021,9780860000000.0,Endurance,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8575/9780857524768.jpg,Natural-History
592,2596,9781790000000.0,"The Colour of Time: A New History of the World, 1850-1960",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7866/9781786692689.jpg,Art-Photography
593,16573,9781590000000.0,William Shakespeare's The Phantom of Menace,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5947/9781594748066.jpg,Humour
594,5119,9780750000000.0,How Things Work,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7460/9780746098516.jpg,Childrens-Books
595,30924,9781860000000.0,Voyage of the Southern Sun: An Amazing Solo Journey Around the World,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8639/9781863959308.jpg,Transport
596,5212,9780240000000.0,Diary of a Wimpy Kid: The Meltdown (book 13),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241321980.jpg,Childrens-Books
597,1380,9780060000000.0,Cartoon Guide to Statistics,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0627/9780062731029.jpg,Science-Geography
598,4075,9780140000000.0,The Shock Doctrine,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141024530.jpg,Business-Finance-Law
599,31224,9780860000000.0,Build Your Own Motorcaravan,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857332813.jpg,Transport
600,9577,9788480000000.0,Colega,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/4771/9788477116561.jpg,Dictionaries-Languages
601,2040,9780350000000.0,Wabi Sabi,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349421001.jpg,Art-Photography
602,3151,9780100000000.0,The Doors of Perception,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099458203.jpg,Biography
603,30648,9780010000000.0,Knots,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007190102.jpg,Transport
604,2723,9780990000000.0,Tony Northrup's DSLR Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9882/9780988263406.jpg,Art-Photography
605,22667,9781990000000.0,Grounded Spirituality,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9886/9781988648033.jpg,Religion
606,11751,9780710000000.0,On Vegetables,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7148/9780714873909.jpg,Food-Drink
607,8025,9780240000000.0,The Ministry of Utmost Happiness,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241303979.jpg,Crime-Thriller
608,18628,9780140000000.0,Cat Vs. Cat,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1420/9780142004753.jpg,Natural-History
609,7382,9780400000000.0,Draw Your Day,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399581298.jpg,Crafts-Hobbies
610,6877,9781490000000.0,Org Design for Design Orgs,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491938409.jpg,Computing
611,11651,9781790000000.0,World of Warcraft the Official Cookbook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7856/9781785654343.jpg,Food-Drink
612,14956,9780710000000.0,Dream Plants for the Natural Garden,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7112/9780711234628.jpg,Home-Garden
613,15029,9781850000000.0,The Accidental Vegetarian,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8453/9781845335557.jpg,Home-Garden
614,22292,9780810000000.0,"Man's Search for Meaning, Gift Edition",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8070/9780807060100.jpg,Religion
615,31218,9781850000000.0,Jaguar - All the Cars,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8458/9781845848101.jpg,Transport
616,7963,9780350000000.0,The No. 1 Ladies' Detective Agency,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349116754.jpg,Crime-Thriller
617,30133,9780140000000.0,The Secret Diary of Adrian Mole Aged 13 3/4,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141315980.jpg,Teen-Young-Adult
618,6063,9780390000000.0,Pattern Recognition and Machine Learning,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3873/9780387310732.jpg,Computing
619,23055,9781420000000.0,Iron Crowned,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4201/9781420111798.jpg,Romance
620,29040,9780140000000.0,A Place of My Own,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143114741.jpg,Technology-Engineering
621,3654,9780340000000.0,Schindler's Ark,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340936290.jpg,Biography
622,3834,9781760000000.0,"Kerry O'Brien, a Memoir",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7602/9781760296438.jpg,Biography
623,18452,9781770000000.0,The Jeweler's Directory of Gemstones,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7708/9781770851085.jpg,Natural-History
624,28704,9781840000000.0,Crap Taxidermy,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8440/9781844038039.jpg,Technology-Engineering
625,18661,9781760000000.0,Ajax the Kea Dog,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7606/9781760633615.jpg,Natural-History
626,24251,9781630000000.0,Paper Girls Volume 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6321/9781632158956.jpg,Science-Fiction-Fantasy-Horror
627,17140,9781590000000.0,Kitchen Table Wisdom,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5944/9781594482090.jpg,Mind-Body-Spirit
628,32247,9780690000000.0,Birds of Australia,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691157276.jpg,Travel-Holiday-Guides
629,32372,9780330000000.0,Facing the Frozen Ocean,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330427074.jpg,Travel-Holiday-Guides
630,16215,9780240000000.0,Rachel's Holiday,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241958438.jpg,Humour
631,29144,9781420000000.0,Howls Moving Castle Picture Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421500904.jpg,Technology-Engineering
632,1913,9780490000000.0,What is the Name of This Book?,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486481982.jpg,Science-Geography
633,20422,9781840000000.0,The Iliad and the Odyssey,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8402/9781840221176.jpg,Poetry-Drama
634,29395,9781530000000.0,The Lost Words: Spell Songs,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5272/9781527239616.jpg,Technology-Engineering
635,14859,9781580000000.0,Mycelium Running,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5800/9781580085793.jpg,Home-Garden
636,9018,9784810000000.0,Japanese Hiragana & Katakana for Beginners,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/8053/9784805311448.jpg,Dictionaries-Languages
